date,away_team,away_pitcher,away_score,home_score,home_win,home_team,home_pitcher,away_pitcher_games,home_pitcher_games,closing_total,away_ml_percent,home_ml_odds_percent
6/2/19,San Francisco Giants,J SAMARDZIJA,8,1,L,Baltimore Orioles,G YNOA,20,4,10,51.2,50.5
6/2/19,Cleveland Indians,Z PLESAC,0,2,W,Chicago White Sox,L GIOLITO,19,9,8,50.5,51.2
6/2/19,Washington Nationals,M SCHERZER,4,1,L,Cincinnati Reds,S GRAY,16,9,8.5,55.0,46.7
6/2/19,Toronto Blue Jays,AA SANCHEZ,1,5,W,Colorado Rockies,A SENZATELA,14,7,12.5,46.1,55.6
6/2/19,Philadelphia Phillies,N PIVETTA,0,8,W,Los Angeles Dodgers,R HILL,7,2,9,38.2,63.5
6/2/19,Boston Red Sox,D PRICE,8,5,L,New York Yankees,C SABATHIA,12,6,10,54.5,47.2
6/2/19,Houston Astros,G COLE,6,4,L,Oakland Athletics,C BASSITT,22,7,7.5,56.0,45.7
6/2/19,Milwaukee Brewers,Z DAVIES,4,2,L,Pittsburgh Pirates,J LYLES,19,8,9,51.7,50.0
6/2/19,Miami Marlins,T RICHARDS,9,3,L,San Diego Padres,M STRAHM,11,2,8,37.3,64.4
6/2/19,Los Angeles Angels,J SUAREZ,13,3,L,Seattle Mariners,M GONZALES,14,8,10,48.2,53.5
6/2/19,Chicago Cubs,C HAMELS,1,2,W,St Louis Cardinals,A WAINWRIGHT,15,11,9,52.2,49.5
6/2/19,Minnesota Twins,J ODORIZZI,9,7,L,Tampa Bay Rays,R YARBROUGH,19,5,8.5,47.6,54.1
6/2/19,Kansas City Royals,B KELLER,1,5,W,Texas Rangers,A SAMPSON,15,4,11,48.4,53.3
6/3/19,Los Angeles Dodgers,W BUEHLER,3,1,L,Arizona Diamondbacks,R RAY,19,8,8.5,55.4,46.3
6/3/19,Los Angeles Angels,C BEDROSIAN,1,8,W,Chicago Cubs,J LESTER,2,10,9,40.0,61.7
6/3/19,Philadelphia Phillies,A NOLA,2,8,W,San Diego Padres,E LAUER,21,7,7.5,58.2,43.5
6/3/19,Houston Astros,C MARTIN,4,2,L,Seattle Mariners,C GEARRIN,0,0,9.5,54.5,47.2
6/4/19,Los Angeles Dodgers,H RYU,9,0,L,Arizona Diamondbacks,T CLARKE,18,7,10,67.3,34.4
6/4/19,Colorado Rockies,J HOFFMAN,3,6,W,Chicago Cubs,K HENDRICKS,11,8,10.5,34.9,66.8
6/4/19,Minnesota Twins,D SMELTZER,2,5,W,Cleveland Indians,S BIEBER,4,11,9.5,45.9,55.8
6/4/19,Tampa Bay Rays,B SNELL,6,9,W,Detroit Tigers,R CARPENTER,12,3,8.5,71.6,30.1
6/4/19,Boston Red Sox,E RODRIGUEZ,8,3,L,Kansas City Royals,G SPARKMAN,20,8,10,66.5,35.2
6/4/19,Oakland Athletics,F MONTAS,4,2,L,Los Angeles Angels,G CANNING,4,6,8.5,50.7,51.0
6/4/19,Miami Marlins,P LOPEZ,16,0,L,Milwaukee Brewers,C ANDERSON,9,11,9,34.8,66.9
6/4/19,San Francisco Giants,M BUMGARNER,9,3,L,New York Mets,N SYNDERGAARD,21,12,7,42.4,59.3
6/4/19,Atlanta Braves,M FRIED,12,5,L,Pittsburgh Pirates,S BRAULT,17,7,9.5,65.3,36.4
6/4/19,Philadelphia Phillies,J EICKHOFF,9,6,L,San Diego Padres,C PADDACK,1,5,8,41.2,60.5
6/4/19,Houston Astros,W MILEY,11,5,L,Seattle Mariners,A MOORE,20,0,9.5,61.9,39.8
6/4/19,Cincinnati Reds,L CASTILLO,4,1,L,St Louis Cardinals,G CABRERA,19,0,8.5,50.2,51.5
6/4/19,Baltimore Orioles,D BUNDY,12,11,L,Texas Rangers,D SMYLY,18,6,10,44.3,57.4
6/4/19,New York Yankees,M TANAKA,3,4,W,Toronto Blue Jays,C RICHARD,18,4,9,65.5,36.2
6/4/19,Chicago White Sox,RE LOPEZ,5,9,W,Washington Nationals,S STRASBURG,20,8,8.5,30.0,71.7
6/5/19,Los Angeles Dodgers,K MAEDA,2,3,W,Arizona Diamondbacks,J DUPLANTIER,14,0,9,61.7,40.0
6/5/19,Colorado Rockies,G MARQUEZ,8,9,W,Chicago Cubs,Y DARVISH,14,8,7.5,46.1,55.6
6/5/19,Minnesota Twins,M PEREZ,7,9,W,Cleveland Indians,T CLIPPARD,19,2,9.5,54.1,47.6
6/5/19,Tampa Bay Rays,C MORTON,4,0,L,Detroit Tigers,S TURNBULL,22,9,8.5,65.6,36.1
6/5/19,Boston Red Sox,C SALE,8,0,L,Kansas City Royals,J JUNIS,12,10,8.5,70.5,31.2
6/5/19,Oakland Athletics,J SORIA,9,10,W,Los Angeles Angels,C BEDROSIAN,0,1,9.5,46.1,55.6
6/5/19,Miami Marlins,S ALCANTARA,8,3,L,Milwaukee Brewers,J NELSON,18,1,9,31.1,70.6
6/5/19,San Francisco Giants,T BEEDE,0,7,W,New York Mets,J VARGAS,19,10,8.5,41.1,60.6
6/5/19,Atlanta Braves,K GAUSMAN,4,7,W,Pittsburgh Pirates,J MUSGROVE,5,10,9.5,56.9,44.8
6/5/19,Philadelphia Phillies,J ARRIETA,7,5,L,San Diego Padres,C QUANTRILL,11,8,9,52.7,49.0
6/5/19,Houston Astros,B PEACOCK,1,14,W,Seattle Mariners,M LEAKE,4,9,8.5,60.7,41.0
6/5/19,Baltimore Orioles,J MEANS,1,2,W,Texas Rangers,M MINOR,17,8,9,38.7,63.0
6/5/19,New York Yankees,J PAXTON,7,11,W,Toronto Blue Jays,T THORNTON,21,6,8.5,65.1,36.6
6/5/19,Chicago White Sox,D COVEY,4,6,W,Washington Nationals,A SANCHEZ,6,11,10.5,36.8,64.9
6/6/19,Colorado Rockies,P LAMBERT,3,1,L,Chicago Cubs,J QUINTANA,18,9,8.5,36.9,64.8
6/6/19,Minnesota Twins,J BERRIOS,5,4,L,Cleveland Indians,T BAUER,20,9,8.5,48.0,53.7
6/6/19,Tampa Bay Rays,R STANEK,6,1,L,Detroit Tigers,D NORRIS,10,7,9,63.7,38.0
6/6/19,Boston Red Sox,R WEBER,7,5,L,Kansas City Royals,D DUFFY,0,9,10,56.7,45.0
6/6/19,Oakland Athletics,M FIERS,7,4,L,Los Angeles Angels,T SKAGGS,19,1,9.5,46.9,54.8
6/6/19,Miami Marlins,CA SMITH,1,5,W,Milwaukee Brewers,F PERALTA,16,0,8.5,39.3,62.4
6/6/19,San Francisco Giants,S ANDERSON,3,7,W,New York Mets,Z WHEELER,11,8,7.5,40.5,61.2
6/6/19,Atlanta Braves,M FOLTYNEWICZ,1,6,W,Pittsburgh Pirates,C ARCHER,14,5,9.5,51.7,50.0
6/6/19,Washington Nationals,P CORBIN,4,5,W,San Diego Padres,J LUCCHESI,21,8,7.5,49.8,51.9
6/6/19,Houston Astros,J VERLANDER,8,7,L,Seattle Mariners,A ADAMS,22,0,7.5,64.2,37.5
6/6/19,Cincinnati Reds,A DESCLAFANI,1,3,W,St Louis Cardinals,DAK HUDSON,18,11,9.5,42.7,59.0
6/6/19,Baltimore Orioles,D HESS,3,4,W,Texas Rangers,A JURADO,2,6,10.5,36.3,65.4
6/6/19,New York Yankees,J HAPP,6,2,L,Toronto Blue Jays,E JACKSON,17,5,10.5,67.1,34.6
6/7/19,Tampa Bay Rays,Y CHIRINOS,5,1,L,Boston Red Sox,R PORCELLO,11,11,10,49.1,52.6
6/7/19,St Louis Cardinals,M MIKOLAS,1,3,W,Chicago Cubs,C HAMELS,20,7,8,48.2,53.5
6/7/19,New York Yankees,D GERMAN,2,5,W,Cleveland Indians,Z PLESAC,11,10,9,52.4,49.3
6/7/19,Minnesota Twins,M PINEDA,6,3,L,Detroit Tigers,M BOYD,14,7,9,55.0,46.7
6/7/19,Baltimore Orioles,G YNOA,3,4,W,Houston Astros,G COLE,10,12,8,23.9,77.8
6/7/19,Chicago White Sox,I NOVA,4,6,W,Kansas City Royals,H BAILEY,20,8,9.5,48.0,53.7
6/7/19,Seattle Mariners,M GONZALES,6,2,L,Los Angeles Angels,A HEANEY,19,8,9,37.5,64.2
6/7/19,Atlanta Braves,M SOROKA,7,1,L,Miami Marlins,J URENA,20,0,7.5,62.8,38.9
6/7/19,Pittsburgh Pirates,R DAVIS,4,10,W,Milwaukee Brewers,B WOODRUFF,0,5,9.5,29.6,72.1
6/7/19,Colorado Rockies,A SENZATELA,5,1,L,New York Mets,J DEGROM,14,11,7.5,34.8,66.9
6/7/19,Cincinnati Reds,T MAHLE,2,4,W,Philadelphia Phillies,Z EFLIN,13,8,9.5,48.0,53.7
6/7/19,Washington Nationals,E FEDDE,4,5,W,San Diego Padres,N MARGEVICIUS,8,0,9,53.4,48.3
6/7/19,Los Angeles Dodgers,C KERSHAW,1,2,W,San Francisco Giants,D POMERANZ,19,4,7.5,70.1,31.6
6/7/19,Oakland Athletics,B ANDERSON,5,3,L,Texas Rangers,L LYNN,18,10,10,50.7,51.0
6/7/19,Arizona Diamondbacks,M KELLY,8,2,L,Toronto Blue Jays,M STROMAN,19,9,9,46.7,55.0
6/8/19,Tampa Bay Rays,R YARBROUGH,9,2,L,Boston Red Sox,J SMITH,11,0,10.5,52.9,48.8
6/8/19,Tampa Bay Rays,R STANEK,1,5,W,Boston Red Sox,D PRICE,9,4,9,41.4,60.3
6/8/19,St Louis Cardinals,J FLAHERTY,4,9,W,Chicago Cubs,J LESTER,20,9,8,52.2,49.5
6/8/19,New York Yankees,C SABATHIA,4,8,W,Cleveland Indians,A PLUTKO,12,6,9.5,55.2,46.5
6/8/19,Minnesota Twins,K GIBSON,3,9,W,Detroit Tigers,B FARMER,17,0,9.5,67.8,33.9
6/8/19,Baltimore Orioles,A CASHNER,4,1,L,Houston Astros,F VALDEZ,10,4,8.5,32.7,69.0
6/8/19,Chicago White Sox,L GIOLITO,2,0,L,Kansas City Royals,B KELLER,17,5,8.5,58.4,43.3
6/8/19,Seattle Mariners,Y KIKUCHI,3,12,W,Los Angeles Angels,D PETERS,18,6,9.5,45.0,56.7
6/8/19,Atlanta Braves,J TEHERAN,1,0,L,Miami Marlins,T RICHARDS,19,6,8,60.2,41.5
6/8/19,Pittsburgh Pirates,J LYLES,3,5,W,Milwaukee Brewers,Z DAVIES,16,9,9.5,38.3,63.4
6/8/19,Colorado Rockies,J GRAY,3,5,W,New York Mets,S MATZ,12,10,8,48.2,53.5
6/8/19,Cincinnati Reds,T ROARK,1,4,W,Philadelphia Phillies,N PIVETTA,18,3,9,44.3,57.4
6/8/19,Washington Nationals,M SCHERZER,4,1,L,San Diego Padres,E LAUER,15,6,7.5,64.7,37.0
6/8/19,Los Angeles Dodgers,R HILL,7,2,L,San Francisco Giants,J SAMARDZIJA,6,10,8.5,67.2,34.5
6/8/19,Oakland Athletics,P BLACKBURN,5,10,W,Texas Rangers,J PALUMBO,0,3,11.5,57.3,44.4
6/8/19,Oakland Athletics,C BASSITT,1,3,W,Texas Rangers,A SAMPSON,16,3,10.5,58.8,42.9
6/8/19,Arizona Diamondbacks,Z GREINKE,6,0,L,Toronto Blue Jays,AA SANCHEZ,20,7,8.5,55.4,46.3
6/9/19,Tampa Bay Rays,B SNELL,6,1,L,Boston Red Sox,E RODRIGUEZ,11,9,8.5,56.0,45.7
6/9/19,St Louis Cardinals,A WAINWRIGHT,1,5,W,Chicago Cubs,K HENDRICKS,19,7,8,37.9,63.8
6/9/19,New York Yankees,C GREEN,7,6,L,Cleveland Indians,S BIEBER,11,10,9.5,45.6,56.1
6/9/19,Minnesota Twins,J ODORIZZI,12,2,L,Detroit Tigers,R CARPENTER,18,2,9.5,67.8,33.9
6/9/19,Baltimore Orioles,D BUNDY,0,4,W,Houston Astros,W MILEY,17,8,8.5,36.1,65.6
6/9/19,Chicago White Sox,RE LOPEZ,5,2,L,Kansas City Royals,G SPARKMAN,19,7,9.5,45.2,56.5
6/9/19,Seattle Mariners,A ADAMS,9,3,L,Los Angeles Angels,J SUAREZ,0,7,10.5,40.8,60.9
6/9/19,Atlanta Braves,M FRIED,7,6,L,Miami Marlins,P LOPEZ,16,5,7.5,57.3,44.4
6/9/19,Pittsburgh Pirates,S BRAULT,2,5,W,Milwaukee Brewers,C ANDERSON,14,10,9.5,36.5,65.2
6/9/19,Colorado Rockies,J HOFFMAN,1,6,W,New York Mets,N SYNDERGAARD,10,11,8,40.9,60.8
6/9/19,Cincinnati Reds,S GRAY,4,3,L,Philadelphia Phillies,A NOLA,18,10,8,45.2,56.5
6/9/19,Washington Nationals,S STRASBURG,5,2,L,San Diego Padres,L PERDOMO,20,0,8,60.4,41.3
6/9/19,Los Angeles Dodgers,W BUEHLER,1,0,L,San Francisco Giants,M BUMGARNER,18,12,7,60.4,41.3
6/9/19,Oakland Athletics,F MONTAS,9,8,L,Texas Rangers,D SMYLY,3,5,11,66.6,35.1
6/9/19,Arizona Diamondbacks,R RAY,8,2,L,Toronto Blue Jays,C RICHARD,19,3,9,58.8,42.9
6/10/19,Pittsburgh Pirates,J MUSGROVE,7,13,W,Atlanta Braves,K GAUSMAN,18,2,9.5,42.9,58.8
6/10/19,Texas Rangers,M MINOR,4,3,L,Boston Red Sox,C SALE,18,6,7.5,30.7,71.0
6/10/19,Washington Nationals,A SANCHEZ,12,1,L,Chicago White Sox,O DESPAIGNE,19,1,10.5,58.4,43.3
6/10/19,Chicago Cubs,Y DARVISH,5,6,W,Colorado Rockies,G MARQUEZ,17,5,11.5,45.6,56.1
6/10/19,Los Angeles Dodgers,H RYU,3,5,W,Los Angeles Angels,G CANNING,17,5,9,64.5,37.2
6/10/19,St Louis Cardinals,M WACHA,4,1,L,Miami Marlins,S ALCANTARA,14,8,8.5,56.2,45.5
6/10/19,Arizona Diamondbacks,T CLARKE,13,8,L,Philadelphia Phillies,J EICKHOFF,10,0,10,45.4,56.3
6/10/19,Oakland Athletics,T ANDERSON,2,6,W,Tampa Bay Rays,C MORTON,3,12,9,32.0,69.7
6/11/19,Pittsburgh Pirates,C ARCHER,5,7,W,Atlanta Braves,M FOLTYNEWICZ,12,5,10,42.7,59.0
6/11/19,Toronto Blue Jays,T THORNTON,2,4,W,Baltimore Orioles,J MEANS,15,10,9,55.0,46.7
6/11/19,Texas Rangers,A JURADO,9,5,L,Boston Red Sox,D HERNANDEZ,13,0,10,37.2,64.5
6/11/19,Washington Nationals,P CORBIN,5,7,W,Chicago White Sox,M BANUELOS,20,0,10,63.5,38.2
6/11/19,Cincinnati Reds,L CASTILLO,1,2,W,Cleveland Indians,T BAUER,18,8,8,47.2,54.5
6/11/19,Chicago Cubs,J QUINTANA,3,10,W,Colorado Rockies,P LAMBERT,18,9,11.5,55.4,46.3
6/11/19,Milwaukee Brewers,F PERALTA,8,10,W,Houston Astros,B PEACOCK,0,2,8.5,49.3,52.4
6/11/19,Detroit Tigers,S TURNBULL,2,3,W,Kansas City Royals,J JUNIS,16,9,8.5,43.5,58.2
6/11/19,Los Angeles Dodgers,K MAEDA,3,5,W,Los Angeles Angels,C BEDROSIAN,13,0,9.5,59.9,41.8
6/11/19,St Louis Cardinals,DAK HUDSON,7,1,L,Miami Marlins,E HERNANDEZ,20,6,7.5,59.3,42.4
6/11/19,Seattle Mariners,M LEAKE,5,6,W,Minnesota Twins,M PEREZ,16,11,9.5,35.1,66.6
6/11/19,New York Mets,J VARGAS,10,4,L,New York Yankees,J PAXTON,18,10,9.5,34.9,66.8
6/11/19,New York Mets,Z WHEELER,5,12,W,New York Yankees,M TANAKA,17,9,9,42.5,59.2
6/11/19,Arizona Diamondbacks,J DUPLANTIER,4,7,W,Philadelphia Phillies,J ARRIETA,0,4,9,43.7,58.0
6/11/19,San Diego Padres,C PADDACK,5,6,W,San Francisco Giants,T BEEDE,14,8,8,60.0,41.7
6/11/19,Oakland Athletics,M FIERS,4,3,L,Tampa Bay Rays,R STANEK,18,3,9,41.2,60.5
6/12/19,Pittsburgh Pirates,M KELLER,7,8,W,Atlanta Braves,M SOROKA,9,8,9,34.8,66.9
6/12/19,Toronto Blue Jays,D LAW,8,6,L,Baltimore Orioles,D HESS,3,0,10.5,52.7,49.0
6/12/19,Texas Rangers,L LYNN,3,4,W,Boston Red Sox,R PORCELLO,19,10,9.5,39.7,62.0
6/12/19,Cincinnati Reds,A DESCLAFANI,7,2,L,Cleveland Indians,Z PLESAC,17,9,9.5,41.2,60.5
6/12/19,Chicago Cubs,C HAMELS,10,1,L,Colorado Rockies,A SENZATELA,13,6,11.5,54.5,47.2
6/12/19,Milwaukee Brewers,B WOODRUFF,6,3,L,Houston Astros,J VERLANDER,9,12,7.5,44.3,57.4
6/12/19,Detroit Tigers,D NORRIS,3,2,L,Kansas City Royals,D DUFFY,18,8,8.5,47.6,54.1
6/12/19,St Louis Cardinals,M MIKOLAS,0,9,W,Miami Marlins,J YAMAMOTO,19,7,8,64.7,37.0
6/12/19,Seattle Mariners,G BAUTISTA,9,6,L,Minnesota Twins,J BERRIOS,1,8,9.5,32.5,69.2
6/12/19,Arizona Diamondbacks,M KELLY,2,0,L,Philadelphia Phillies,Z EFLIN,18,7,9,46.1,55.6
6/12/19,San Diego Padres,J LUCCHESI,2,4,W,San Francisco Giants,S ANDERSON,17,3,7.5,57.1,44.6
6/12/19,Oakland Athletics,B ANDERSON,6,2,L,Tampa Bay Rays,Y CHIRINOS,17,5,8.5,42.5,59.2
6/13/19,Pittsburgh Pirates,J MUSGROVE,5,6,W,Atlanta Braves,J TEHERAN,17,10,9.5,41.7,60.0
6/13/19,Toronto Blue Jays,M STROMAN,12,3,L,Baltimore Orioles,G YNOA,17,3,9.5,57.3,44.4
6/13/19,Texas Rangers,A SAMPSON,6,7,W,Boston Red Sox,D PRICE,7,3,9,31.6,70.1
6/13/19,New York Yankees,J HAPP,4,5,W,Chicago White Sox,I NOVA,16,8,9.5,61.9,39.8
6/13/19,San Diego Padres,M STRAHM,6,9,W,Colorado Rockies,J GRAY,4,6,11.5,42.2,59.5
6/13/19,Chicago Cubs,J LESTER,3,7,W,Los Angeles Dodgers,C KERSHAW,18,10,8,37.7,64.0
6/13/19,Seattle Mariners,Y KIKUCHI,5,10,W,Minnesota Twins,M PINEDA,17,6,10,39.6,62.1
6/13/19,St Louis Cardinals,J FLAHERTY,5,4,L,New York Mets,J DEGROM,19,10,7,42.0,59.7
6/13/19,Los Angeles Angels,T SKAGGS,5,3,L,Tampa Bay Rays,R YARBROUGH,3,4,9,42.4,59.3
6/13/19,Arizona Diamondbacks,Z GREINKE,5,0,L,Washington Nationals,E FEDDE,19,5,9,51.7,50.0
6/14/19,Philadelphia Phillies,N PIVETTA,8,9,W,Atlanta Braves,M FRIED,5,7,9.5,44.3,57.4
6/14/19,Boston Red Sox,E RODRIGUEZ,13,2,L,Baltimore Orioles,L ORTIZ,18,0,10,69.5,32.2
6/14/19,New York Yankees,C SABATHIA,2,10,W,Chicago White Sox,L GIOLITO,11,8,9,52.2,49.5
6/14/19,Texas Rangers,J CHAVEZ,7,1,L,Cincinnati Reds,T MAHLE,5,6,9,39.7,62.0
6/14/19,San Diego Padres,C QUANTRILL,16,12,L,Colorado Rockies,J HOFFMAN,12,5,12,48.9,52.8
6/14/19,Cleveland Indians,A PLUTKO,13,4,L,Detroit Tigers,R CARPENTER,16,1,9.5,61.7,40.0
6/14/19,Toronto Blue Jays,AA SANCHEZ,2,15,W,Houston Astros,G COLE,12,11,8,27.1,74.6
6/14/19,Chicago Cubs,K HENDRICKS,3,5,W,Los Angeles Dodgers,R HILL,16,1,7.5,40.9,60.8
6/14/19,Pittsburgh Pirates,S BRAULT,11,0,L,Miami Marlins,T RICHARDS,13,5,8.5,47.4,54.3
6/14/19,Kansas City Royals,B KELLER,0,2,W,Minnesota Twins,K GIBSON,13,11,9.5,31.3,70.4
6/14/19,St Louis Cardinals,D PONCE DE LEON,9,5,L,New York Mets,S MATZ,5,9,9,44.6,57.1
6/14/19,Seattle Mariners,M GONZALES,9,2,L,Oakland Athletics,C BASSITT,18,6,9,37.0,64.7
6/14/19,Milwaukee Brewers,Z DAVIES,3,5,W,San Francisco Giants,D POMERANZ,17,3,8,59.1,42.6
6/14/19,Los Angeles Angels,A HEANEY,4,9,W,Tampa Bay Rays,B SNELL,14,4,7.5,39.6,62.1
6/14/19,Arizona Diamondbacks,R RAY,3,7,W,Washington Nationals,M SCHERZER,18,9,7,36.9,64.8
6/15/19,Philadelphia Phillies,A NOLA,6,5,L,Atlanta Braves,S NEWCOMB,19,0,9.5,49.8,51.9
6/15/19,Boston Red Sox,C SALE,7,2,L,Baltimore Orioles,D BUNDY,10,9,9,75.0,26.7
6/15/19,New York Yankees,C GREEN,8,4,L,Chicago White Sox,RE LOPEZ,10,7,9.5,64.9,36.8
6/15/19,Texas Rangers,M MINOR,4,3,L,Cincinnati Reds,T ROARK,17,9,8,47.6,54.1
6/15/19,San Diego Padres,E LAUER,8,14,W,Colorado Rockies,G MARQUEZ,15,4,12,38.2,63.5
6/15/19,Cleveland Indians,S BIEBER,4,2,L,Detroit Tigers,G SOTO,19,2,9,69.5,32.2
6/15/19,Toronto Blue Jays,C RICHARD,2,7,W,Houston Astros,F VALDEZ,5,3,9,33.0,68.7
6/15/19,Chicago Cubs,Y DARVISH,2,1,L,Los Angeles Dodgers,W BUEHLER,16,9,8,37.3,64.4
6/15/19,Pittsburgh Pirates,D AGRAZAL,3,4,W,Miami Marlins,P LOPEZ,13,4,8,49.3,52.4
6/15/19,Kansas City Royals,G SPARKMAN,4,5,W,Minnesota Twins,J ODORIZZI,16,9,9,30.8,70.9
6/15/19,St Louis Cardinals,M WACHA,7,8,W,New York Mets,N SYNDERGAARD,13,10,9,42.2,59.5
6/15/19,Seattle Mariners,G BAUTISTA,2,11,W,Oakland Athletics,F MONTAS,0,1,9,34.2,67.5
6/15/19,Milwaukee Brewers,J NELSON,7,8,W,San Francisco Giants,M BUMGARNER,1,11,7.5,48.0,53.7
6/15/19,Los Angeles Angels,J SUAREZ,5,3,L,Tampa Bay Rays,C MORTON,12,11,8,35.5,66.2
6/15/19,Arizona Diamondbacks,T CLARKE,10,3,L,Washington Nationals,S STRASBURG,9,7,9,34.6,67.1
6/16/19,Philadelphia Phillies,V VELASQUEZ,1,15,W,Atlanta Braves,M FOLTYNEWICZ,16,4,10.5,40.0,61.7
6/16/19,Boston Red Sox,B JOHNSON,8,6,L,Baltimore Orioles,J MEANS,6,9,10.5,60.2,41.5
6/16/19,New York Yankees,J PAXTON,10,3,L,Chicago White Sox,O DESPAIGNE,19,0,9,65.3,36.4
6/16/19,Texas Rangers,A JURADO,3,11,W,Cincinnati Reds,S GRAY,12,8,8.5,38.1,63.6
6/16/19,San Diego Padres,N MARGEVICIUS,14,13,L,Colorado Rockies,P LAMBERT,0,8,13,41.2,60.5
6/16/19,Cleveland Indians,T BAUER,8,0,L,Detroit Tigers,S TURNBULL,18,8,8,64.0,37.7
6/16/19,Toronto Blue Jays,T THORNTON,12,0,L,Houston Astros,B PEACOCK,14,1,9,33.8,67.9
6/16/19,Chicago Cubs,J QUINTANA,2,3,W,Los Angeles Dodgers,H RYU,17,7,8,39.6,62.1
6/16/19,Pittsburgh Pirates,C ARCHER,5,4,L,Miami Marlins,S ALCANTARA,11,7,8,56.9,44.8
6/16/19,Kansas City Royals,J JUNIS,8,6,L,Minnesota Twins,M PEREZ,16,10,9.5,35.6,66.1
6/16/19,St Louis Cardinals,DAK HUDSON,4,3,L,New York Mets,J VARGAS,19,9,9,54.5,47.2
6/16/19,Seattle Mariners,M LEAKE,6,3,L,Oakland Athletics,T ANDERSON,15,1,9.5,40.3,61.4
6/16/19,Milwaukee Brewers,C ANDERSON,5,3,L,San Francisco Giants,J SAMARDZIJA,19,9,8,61.0,40.7
6/16/19,Los Angeles Angels,G CANNING,5,6,W,Tampa Bay Rays,R STANEK,8,2,8.5,44.8,56.9
6/16/19,Arizona Diamondbacks,A BRADLEY,5,15,W,Washington Nationals,A SANCHEZ,0,10,10,42.5,59.2
6/17/19,New York Mets,Z WHEELER,3,12,W,Atlanta Braves,M SOROKA,16,7,9,45.4,56.3
6/17/19,Houston Astros,W MILEY,2,3,W,Cincinnati Reds,L CASTILLO,18,12,8.5,47.6,54.1
6/17/19,San Francisco Giants,T BEEDE,3,2,L,Los Angeles Dodgers,K MAEDA,17,6,8.5,31.5,70.2
6/17/19,Boston Red Sox,R PORCELLO,2,0,L,Minnesota Twins,J BERRIOS,16,7,10.5,43.0,58.7
6/17/19,Tampa Bay Rays,Y CHIRINOS,0,3,W,New York Yankees,M TANAKA,9,8,9.5,44.3,57.4
6/17/19,Baltimore Orioles,A CASHNER,2,3,W,Oakland Athletics,M FIERS,9,9,9,31.7,70.0
6/17/19,Milwaukee Brewers,J CHACIN,0,2,W,San Diego Padres,J LUCCHESI,11,7,8,47.8,53.9
6/17/19,Kansas City Royals,D DUFFY,6,4,L,Seattle Mariners,T SCOTT,13,1,8.5,46.9,54.8
6/17/19,Miami Marlins,E HERNANDEZ,0,5,W,St Louis Cardinals,M MIKOLAS,13,7,8,33.0,68.7
6/17/19,Cleveland Indians,M CLEVINGER,2,7,W,Texas Rangers,L LYNN,18,9,9.5,55.6,46.1
6/17/19,Los Angeles Angels,L GARCIA,10,5,L,Toronto Blue Jays,D LAW,0,1,11,60.7,41.0
6/18/19,Colorado Rockies,A SENZATELA,8,1,L,Arizona Diamondbacks,M KELLY,12,9,10,41.4,60.3
6/18/19,New York Mets,J DEGROM,10,2,L,Atlanta Braves,J TEHERAN,17,9,8.5,55.2,46.5
6/18/19,Chicago White Sox,I NOVA,3,1,L,Chicago Cubs,C HAMELS,18,6,8.5,33.5,68.2
6/18/19,Houston Astros,J VERLANDER,3,4,W,Cincinnati Reds,A DESCLAFANI,20,9,8.5,62.8,38.9
6/18/19,San Francisco Giants,S ANDERSON,0,9,W,Los Angeles Dodgers,C KERSHAW,9,9,7.5,29.6,72.1
6/18/19,Boston Red Sox,D PRICE,3,4,W,Minnesota Twins,M PINEDA,9,5,9.5,55.0,46.7
6/18/19,Tampa Bay Rays,R STANEK,3,6,W,New York Yankees,J HAPP,6,8,9.5,38.7,63.0
6/18/19,Baltimore Orioles,G YNOA,2,16,W,Oakland Athletics,B ANDERSON,8,8,9,34.7,67.0
6/18/19,Detroit Tigers,D NORRIS,5,4,L,Pittsburgh Pirates,M KELLER,17,5,9,39.2,62.5
6/18/19,Milwaukee Brewers,B WOODRUFF,1,4,W,San Diego Padres,L ALLEN,8,1,7.5,62.0,39.7
6/18/19,Kansas City Royals,H BAILEY,9,0,L,Seattle Mariners,Y KIKUCHI,15,8,9,41.4,60.3
6/18/19,Miami Marlins,J YAMAMOTO,6,0,L,St Louis Cardinals,J FLAHERTY,13,8,8,29.0,72.7
6/18/19,Cleveland Indians,Z PLESAC,10,3,L,Texas Rangers,A SAMPSON,16,2,10.5,53.4,48.3
6/18/19,Los Angeles Angels,T SKAGGS,3,1,L,Toronto Blue Jays,M STROMAN,2,8,9.5,56.5,45.2
6/19/19,Colorado Rockies,J GRAY,6,4,L,Arizona Diamondbacks,Z GREINKE,10,8,8.5,41.5,60.2
6/19/19,New York Mets,S MATZ,2,7,W,Atlanta Braves,M FRIED,15,6,10,42.4,59.3
6/19/19,Chicago White Sox,L GIOLITO,3,7,W,Chicago Cubs,J LESTER,15,8,7,44.3,57.4
6/19/19,Houston Astros,G COLE,2,3,W,Cincinnati Reds,T MAHLE,19,5,8,64.8,36.9
6/19/19,San Francisco Giants,D POMERANZ,2,9,W,Los Angeles Dodgers,R HILL,5,0,7.5,32.9,68.8
6/19/19,Boston Red Sox,E RODRIGUEZ,9,4,L,Minnesota Twins,K GIBSON,17,10,9.5,48.9,52.8
6/19/19,Tampa Bay Rays,B SNELL,1,12,W,New York Yankees,C SABATHIA,9,5,9,55.4,46.3
